OrderID,CustomerID,CustomerName,Country,Category,OrderDate,Quantity,UnitPrice,PaymentMethod,TotalAmount
5875,7872d73f-e389-4caf-874b-927e54e28fa6,Meghan Bennett,Canada,History,2024-10-30,1,40.78,Credit Card,40.78
5876,24f384ef-df3d-4d65-bc25-bce108c2d2ce,Steven Barr,USA,Science,2024-05-12,1,27.29,PayPal,27.29
5877,8a1b0744-0be7-4352-a85c-0862e9e02d8d,Todd Aguirre,Germany,Fiction,2024-04-19,4,17.49,Credit Card,69.96
5878,b8f73fad-9937-4931-8333-59b960857b5f,Heather Hayes,UK,Non-Fiction,2025-02-06,1,46.22,PayPal,46.22
5879,19a12723-287d-4f8e-ab74-18988673cf07,Robert Arnold,Canada,Children,2024-10-05,1,23.07,PayPal,23.07
5880,3902d8a7-e5ae-488f-9942-339503d301cf,Carlos Tucker,Canada,Non-Fiction,2024-01-02,1,53.61,PayPal,53.61
5881,10fab909-fcfa-4e61-ab7d-71bc17956e87,Mary Martinez,USA,Non-Fiction,2024-04-04,2,32.53,PayPal,65.06
5882,76e51a12-79c6-4757-b7fe-b7351cc6f0a0,Ricky Richards,UK,Romance,2025-04-10,2,28.3,Credit Card,56.6
5883,e5ecb9dc-db2c-44c0-aa42-79c3fbbe0e9d,Joel Roberts,Canada,Children,2023-07-04,2,20.98,Credit Card,41.96
5884,db5ed35a-2268-445f-b0bf-17838966f42b,Mackenzie Petersen,India,Science,2024-01-29,1,30.36,PayPal,30.36
5885,002f4aee-a308-41ea-8f36-7c1b9a6ff965,Danielle Cowan,Canada,Fiction,2024-01-29,2,40.25,Credit Card,80.5
5886,e648d7ae-7830-4c6c-b9eb-17974fb9ef37,Christopher Hernandez,Canada,Children,2024-12-23,2,23.16,Credit Card,46.32
5887,52a80809-20d1-4fc0-81c1-aee2e7235658,Dawn Kemp,UK,Non-Fiction,2025-03-16,4,46.05,Credit Card,184.2
5888,f4f7bfdc-5d96-4459-8a3c-8743a80824f2,Michael Young,Germany,Children,2024-01-04,1,18.4,Credit Card,18.4
5889,18ad8eeb-b760-4067-ab1e-5b379d15844d,John Stout,Australia,Romance,2024-02-16,2,48.72,PayPal,97.44
5890,d4c2459b-bfac-4af7-be28-40a17a506f60,Nicole Smith,Canada,Romance,2023-08-08,1,36.65,PayPal,36.65
5891,2036971a-323f-4f19-923c-c117da1a9b09,Anthony Gonzalez,UK,Non-Fiction,2024-10-10,2,28.25,Credit Card,56.5
5892,ce31ce5c-213b-4241-83c5-9c143824c62b,Theodore Bishop,UK,Science,2023-09-16,2,40.76,PayPal,81.52
5893,a8c1fb64-39bd-43ed-a481-2414f139dc4b,Andrea Foster,Canada,Fantasy,2024-07-12,3,59.04,Credit Card,177.12
5894,b79ee140-1844-4abd-be41-635f150a5643,Dawn Martinez,USA,Science,2024-10-05,2,52.3,PayPal,104.6
5895,9d719800-e30d-4d83-8844-cc496761f64e,William Frank,Canada,Fiction,2023-11-29,3,40.47,Gift Card,121.41
5896,402bf495-39e9-46ef-bff1-80d21af03c73,Matthew Hill,USA,Science,2024-05-12,2,49.04,Credit Card,98.08
5897,4d156c62-a8cc-4e3b-bae3-438e2f43b2f0,Allen Benson,Germany,Fiction,2024-03-11,2,28.65,Credit Card,57.3
5898,764f6842-f955-4aad-b5e0-bcbf5420d149,Clayton Peterson,Canada,Fantasy,2023-12-18,3,25.55,PayPal,76.65
5899,8453d803-8519-469e-973d-a9cbab196705,William Mann,India,Children,2025-03-17,4,45.68,Bank Transfer,182.72
5900,44482593-e232-4c25-bcd6-2aba93c1392f,Ashley Cohen,Canada,Non-Fiction,2024-03-05,1,38.57,Credit Card,38.57
5901,53f42383-21b7-4e70-a647-bcfcc2886352,Nicole Smith,UK,Fiction,2025-02-09,5,30.65,Credit Card,153.25
5902,252d3404-a944-45e0-9ff0-f8eb6c0990b6,Noah Miller,Canada,Non-Fiction,2024-10-20,5,47.1,Bank Transfer,235.5
5903,d9caa609-ef43-4b80-bc85-630c94517f78,Connie Davis,USA,Fantasy,2024-08-13,2,35.66,Credit Card,71.32
5904,ccbdd15e-e7f0-416e-bf78-bad808c2fd6f,Keith Williams,Canada,Fiction,2023-06-10,1,54.27,Credit Card,54.27
5905,cb505aa3-0c4a-4f81-a1c2-e70c629153bf,Katherine Jones,USA,Children,2024-11-15,1,5,PayPal,5
5906,03aa96d2-2ea2-4aec-bac2-84dd32a95261,Sherri Dawson,UK,Fantasy,2023-11-28,1,27.41,Credit Card,27.41
5907,d5db677f-08bb-429f-a277-279b2498a9f2,Travis Pierce,Canada,Non-Fiction,2025-01-30,3,48.85,Gift Card,146.55
5908,65924c9f-2971-4f1f-bce2-6218cb763127,Edward Hawkins,Australia,Non-Fiction,2024-01-09,1,59.79,PayPal,59.79
5909,7b142917-9274-46b6-82ff-975452917b6d,Anne Henry,USA,Science,2024-04-11,2,54.91,Bank Transfer,109.82
5910,30104525-5809-4249-9b90-f2327bdd41b3,Samuel Turner,USA,Children,2024-05-23,1,25.51,Credit Card,25.51
5911,f88505f9-d126-4905-9e99-3ecda0f35470,Darlene Campbell,Canada,Fiction,2024-12-30,1,54.01,PayPal,54.01
5912,fe2181fd-73bd-485b-a7d9-20b393c379fd,James Gibbs,Germany,Fiction,2024-02-07,5,7.82,PayPal,39.1
5913,43472a28-9f0e-470b-b404-7ec736ff812d,Jesse Schneider,UK,Science,2024-08-16,2,21.2,Gift Card,42.4
5914,beb5ba0f-1e29-44f1-b09a-dc958bbec119,Jesse Schmidt DDS,Canada,Fantasy,2025-01-26,4,31.12,Credit Card,124.48
5915,83b5ad03-c4bd-43eb-a7cc-427447808b87,Bryan Wilson,Canada,Fiction,2024-10-17,2,41.81,Gift Card,83.62
5916,ff26cb58-5656-411d-965c-978aec83c4d7,Christopher Franklin,USA,Fiction,2025-02-26,1,20.28,PayPal,20.28
5917,574aa942-415a-41ff-afb2-a0d7e47ca3af,Dawn Oliver,India,Non-Fiction,2024-09-19,1,32.93,PayPal,32.93
5918,c5a24d77-7cc3-4e98-9f39-7fa5ce96cc5e,Kim Williams,UK,Romance,2024-11-11,1,55.44,Gift Card,55.44
5919,18b47298-a9ca-403d-b4d1-20248c84c302,Brandon Brown,USA,Non-Fiction,2023-04-28,5,17.38,PayPal,86.9
5920,c3659e51-57a5-43b2-9b30-ddadab02e104,James Marshall,UK,Fantasy,2024-07-16,1,16.2,Gift Card,16.2
5921,c82e27a3-1028-4c78-834b-033d84e1f69e,Jessica Rivera,USA,Fiction,2024-01-09,1,23.15,PayPal,23.15
5922,068187e9-a46d-4b51-ad30-0e335d8c4fea,Jordan Diaz,India,Fantasy,2023-07-25,1,70.82,Credit Card,70.82
5923,1836a027-2050-4d45-8b16-f0a7f6fa16a1,Stacey Shaffer,USA,Science,2024-08-02,2,41.29,Credit Card,82.58
5924,d47ffd35-751a-4b9a-b99f-5c063a24de17,Mark Harrell,UK,Science,2024-11-07,1,22.13,Credit Card,22.13
5925,b67333e0-8ceb-424f-9eca-85b31c7378e6,Kevin Luna,USA,Non-Fiction,2024-06-23,2,48.79,PayPal,97.58
5926,58fde70b-df91-47d5-a055-25c64bb3e035,John Morrison,UK,Romance,2025-04-09,1,7.46,Credit Card,7.46
5927,8da4f916-6fa8-4369-b3db-49d04e998b76,William Cardenas,Australia,Fiction,2025-02-05,2,33.04,Gift Card,66.08
5928,f75ef2cf-153d-4754-b086-424afbfbd9f9,Michelle Silva,UK,Fiction,2023-05-15,4,37.02,Credit Card,148.08
5929,2ebfaf4c-8135-42e7-b8c0-0141ddf194d4,Natalie David,UK,Non-Fiction,2024-07-21,1,51.68,PayPal,51.68
5930,e2b845b7-f0f5-4dc1-91ed-43ba65c65e05,Kimberly Castaneda,Germany,Fantasy,2023-12-22,1,13.4,Credit Card,13.4
5931,244700ca-31e3-460a-82ca-a526ffa0a1af,Daniel Williams,USA,Romance,2024-07-29,1,54.26,Credit Card,54.26
5932,c6a22085-38cb-405e-ae3a-1f32d70b1463,Ethan Lewis,Canada,Children,2024-08-15,3,50.39,Credit Card,151.17
5933,be9dd48c-bbc0-48ed-b2dc-80ee0447b659,Daniel Baker,USA,Science,2024-12-13,3,55.04,Bank Transfer,165.12
5934,c7a9ff30-99d6-4609-868c-10055a9b9519,Carrie Cobb,India,Fiction,2023-06-09,4,16.99,Credit Card,67.96
5935,87d2e18f-dc24-4f84-9019-19b726da7a1c,April Moore,Canada,Romance,2024-01-26,2,61.02,Credit Card,122.04
5936,887cedb9-ccdd-46b3-8c07-e0e386695d31,Julie Morgan,UK,Romance,2024-02-09,3,6.78,Gift Card,20.34
5937,b195fa9f-3afd-499e-8a19-de1f5cd70899,Dale Fletcher,UK,Science,2023-05-06,3,16.22,Credit Card,48.66
5938,2ab05af8-87e7-49e2-bf46-d9d3f2794e8b,Renee Clarke,USA,Children,2025-02-13,1,37.67,PayPal,37.67
5939,ae2e7dd2-19a2-4602-a8a3-d3a35fdd67bb,Jeff Rice,USA,Biography,2023-10-07,2,29.33,Gift Card,58.66
5940,dbe38b89-a262-4fd2-a289-499e2a6716d4,Brian Nash,USA,Fantasy,2025-01-20,1,14.89,Gift Card,14.89
5941,ee3f0127-d7de-4f4d-b9ec-02ca9e4152f9,William Harris,Canada,Science,2023-07-31,2,70.45,Gift Card,140.9
5942,8a73483e-26ec-41dc-b751-68f6c0485d0b,Robert Hunter,USA,Non-Fiction,2024-02-19,1,9.55,Credit Card,9.55
5943,6c8c4bac-9c13-4aa7-b483-6de8f1337e7d,Robert Thompson,USA,Science,2025-02-03,2,8.96,PayPal,17.92
5944,0c858238-4746-4fb7-b3c3-2015dbb93bf6,Danny Wright,Germany,Science,2025-02-23,1,39.88,Bank Transfer,39.88
5945,669f9a4a-f2eb-4d5a-b819-fa11f584be73,Randall Brown,India,Non-Fiction,2025-02-02,1,34.18,Gift Card,34.18
5946,85915047-e6a5-47d0-a3c8-1fb94be730a1,Tamara Tran,Canada,Non-Fiction,2024-03-03,4,13.06,PayPal,52.24
5947,79fee842-e4cc-4065-abd7-f764f8d592a7,Robin Zhang,Canada,Non-Fiction,2024-12-06,2,67.7,Credit Card,135.4
5948,b8b758b8-22d8-408b-9269-6eeb77cf1eb6,Stephen Robertson,USA,Science,2025-01-22,3,36.55,Bank Transfer,109.65
5949,132ab649-0017-4ca3-8ccc-5afef02a2956,Michael Rodriguez,UK,Non-Fiction,2023-08-05,1,26.46,Credit Card,26.46
5950,ab09ec62-8e46-4d8b-b555-d6ee40571cf3,Kathryn Turner,Australia,Non-Fiction,2024-11-08,3,34.99,Credit Card,104.97
5951,bbc41107-ec4d-4550-b570-f44d4fc55e4c,Crystal Sanders,USA,Romance,2024-10-13,3,11.41,Credit Card,34.23
5952,111ac671-f593-4884-980f-65609cf540d9,Ronald Marshall,USA,Children,2024-01-12,1,51.32,Credit Card,51.32
5953,23eaea4f-690e-4ee8-8152-caf60f29301d,Mr. Casey Rodriguez,Australia,Fiction,2024-11-12,1,38.91,Gift Card,38.91
5954,2906567d-d28b-429a-bb1e-5e1324cf8629,Brian Cunningham,UK,Non-Fiction,2023-07-07,2,31.27,Credit Card,62.54
5955,f9f8f5f4-ce96-4887-b8db-37f6c3bc5ca7,Tracey Rosales,USA,Fantasy,2023-06-04,3,34.98,Credit Card,104.94
5956,642830f3-3e12-4f2b-ba74-ed0bf36ee0b7,Yvonne Mccullough,UK,Romance,2023-10-20,1,21.68,Credit Card,21.68
5957,6b44312a-a565-4d41-a8d1-41dbc94bcc99,Susan Anderson,Canada,Non-Fiction,2023-07-07,2,52.04,Credit Card,104.08
5958,3fa27ffd-3180-4811-9767-10d764188dde,Timothy Webb,Canada,Fantasy,2024-01-30,1,25.2,PayPal,25.2
5959,39ef20ea-120e-4c83-99b4-4b98d5969658,Jocelyn Jones,Australia,Fiction,2025-02-13,1,26.66,PayPal,26.66
5960,23f3e5c5-46b6-46ea-b2f4-f240f69e963d,Aaron Foster,Australia,Biography,2023-11-01,1,37.98,Gift Card,37.98
5961,b9d9c1dc-1f9b-42b4-a6c4-ce9be483f4f1,Matthew Hill,Canada,Fiction,2023-05-12,2,5,Gift Card,10
5962,ac1cfcfc-f1c0-46ba-95ff-7d9dbd5a0760,Sandra Garcia DDS,Germany,Fiction,2024-05-22,2,43.26,Credit Card,86.52
5963,2474e10f-7181-40c2-b4b1-58aa26df6494,Shaun Larsen,Canada,Non-Fiction,2024-04-20,4,34.58,PayPal,138.32
5964,53d509af-c2b5-4c1b-8685-38bcac17cb47,Keith Lee,Australia,Non-Fiction,2025-01-13,1,42.98,PayPal,42.98
5965,85475ee1-1e06-496a-a302-7b2102c1c269,William Cooper,Canada,Children,2023-05-18,2,31.38,Credit Card,62.76
5966,c58b6161-1a44-4b3b-8634-a7cd4fa83870,Jeremy James,Germany,Romance,2023-10-25,1,22.37,Credit Card,22.37
5967,3b7039b0-789a-4f00-9933-ca27a0e85f89,Laura Neal,Germany,Romance,2023-10-16,1,36.72,Credit Card,36.72
5968,d27e5846-4c7f-4cd6-b032-97d2a911610c,Roberta Walker,USA,Non-Fiction,2023-04-23,1,49.89,Credit Card,49.89
5969,9c2b4ca9-be2f-4685-8a8f-fb2c1ff71e8c,Jacqueline Hughes,Germany,Non-Fiction,2025-02-09,1,26.69,Credit Card,26.69
5970,e1568c60-1205-49cc-a757-59a074516c96,Amanda Hardy,Australia,Fiction,2023-08-27,3,47.45,Credit Card,142.35
5971,b8525de3-e916-4e82-8116-8b7efa9f4841,Marilyn Douglas,Australia,Fiction,2023-11-23,1,30.52,Credit Card,30.52
5972,f311a3a1-45a8-4731-a00f-6ea257647ecf,Amanda Baker,USA,Science,2024-03-06,2,28.15,Credit Card,56.3
5973,d685b08b-61aa-489d-8a7d-1de0fceae86b,Sierra Gomez,Australia,Fiction,2024-05-02,2,48.28,Credit Card,96.56
5974,a07c68c2-1ce2-4c5b-8165-53a1e4203a34,Amy Gonzales,Germany,History,2025-04-10,1,40.2,Credit Card,40.2
5975,2b1feecd-95c1-47e6-ad08-79b4776e3a29,Angela Schneider,USA,Children,2024-04-30,2,14.46,PayPal,28.92
5976,dd91cf6b-b102-4282-b5b2-e008e0516aaa,Lisa Bautista,India,Fiction,2024-03-13,4,31.98,Credit Card,127.92
5977,4a85fbd1-c22a-4772-bcbf-f645cb61716c,Lynn Walker,USA,Children,2024-09-20,1,17.57,Gift Card,17.57
5978,16acb78e-1a61-4efe-85d8-cc0839819354,Matthew Freeman,USA,Fiction,2024-08-19,1,42.91,Gift Card,42.91
5979,f5b127e1-9a72-4bf3-bb54-93e6ff630fac,George Garza Jr.,Canada,Non-Fiction,2024-11-22,2,21.35,PayPal,42.7
5980,3dc559fc-5cd0-494c-9d76-3717995b2485,Mark Day,UK,Romance,2024-03-14,2,37.41,Credit Card,74.82
5981,7e99a2c2-aa37-44fb-9997-5545de8e7602,Haley Cohen,UK,Children,2024-06-26,2,42.79,Gift Card,85.58
5982,6eb6d54b-f697-4fbb-b39b-feb6d632919d,Crystal Strickland,USA,Fiction,2024-09-10,1,42.94,Credit Card,42.94
5983,1aedbcfd-a357-44ea-8e80-c78a6bf2d5d9,Anna Martinez,India,History,2024-06-27,1,26.79,Credit Card,26.79
5984,d7a29c6c-47bb-4bb0-851b-2775dd7b99a6,Melinda Riley,USA,Fiction,2025-04-07,5,35.73,Gift Card,178.65
5985,e79c797d-469f-4152-bb81-5c56b95b7efe,Stephanie Smith,USA,History,2025-02-16,1,24.54,Credit Card,24.54
5986,542e2e6a-8200-4972-a3e8-6f41406d7f7c,Nicholas Hicks,USA,Children,2024-04-03,2,28.64,PayPal,57.28
5987,4051dbda-d617-42cb-aabf-1a086b6de0da,Michael Ortiz,UK,Children,2024-11-11,1,20.77,Gift Card,20.77
5988,034f2029-1545-4b48-9b4e-279bfbab907a,Ronald Kerr,Germany,Fantasy,2023-04-27,3,35.84,Credit Card,107.52
5989,7c4cec7d-ce55-454e-b68d-6f3819e3b84f,Timothy Nichols,UK,History,2024-03-18,2,42.17,Credit Card,84.34
5990,38ace486-7eb6-40a9-95f5-f2ac3e247c2b,Bradley Boyd,Australia,Fiction,2025-04-21,2,22.35,Bank Transfer,44.7
5991,44087701-aa66-40ed-af0b-5b2b97514f49,Curtis Cabrera,USA,Non-Fiction,2023-12-07,3,22.43,Gift Card,67.29
5992,d385d453-c7ea-4fd1-bf4f-38081a9d7acc,David Graham,Canada,Fantasy,2023-07-01,2,58.93,Credit Card,117.86
5993,9b4cccb0-8f88-4e63-bce4-858eb5622984,Zachary Boyd,Canada,Fiction,2023-06-05,1,22.4,PayPal,22.4
5994,9b4bf636-6035-448d-90cc-7a42d660a275,Mark Todd,Canada,Children,2024-05-21,5,45.78,Credit Card,228.9
5995,aae50490-ecdc-4b27-9ed2-1b1584db01dd,Diane Thomas,USA,History,2023-06-03,5,50.11,Gift Card,250.55
5996,1b98a0e3-9a06-4a93-8ac7-256b61f13c8c,Debbie Padilla,UK,Science,2024-08-18,2,39.27,Credit Card,78.54
5997,a48687d4-cb29-4e19-9694-a5279720b88f,Charles Owen,Canada,Romance,2024-09-17,4,40.47,Gift Card,161.88
5998,184c4178-935c-41d1-993c-5319f43e075b,Dylan Smith MD,Australia,History,2023-06-13,5,36.07,Bank Transfer,180.35
5999,3d15d3ee-c397-43ae-b77b-97421e12bbed,Mr. Mark Taylor MD,Canada,Science,2023-04-28,1,14.53,Bank Transfer,14.53
6000,b5950807-ac30-411d-9482-e11e5c56e3aa,Kelly Johnson,USA,Romance,2024-04-21,3,51.06,Credit Card,153.18
6001,d0b66c10-6bfd-41bc-9a93-03eae75ec164,Margaret Silva,UK,Science,2024-09-13,1,28.3,Bank Transfer,28.3
6002,0a349670-be8b-45f3-b7e1-c9a264cc7a90,Jason Jackson,USA,Non-Fiction,2023-08-22,1,47.49,Credit Card,47.49
6003,70b3e6df-c9c3-4dd8-a5a7-970558e8f1db,Amanda Collins,Germany,Children,2025-03-19,2,34.66,Credit Card,69.32
6004,dd088545-92c6-4b94-b5f3-405dda2bf1b7,Richard Gray,UK,History,2024-07-03,3,42.18,Credit Card,126.54
6005,6610ba20-f0b0-4031-898a-ef7285d3f3ee,Taylor Walker,USA,Fantasy,2024-08-11,1,39.08,PayPal,39.08
6006,be901a64-a0cc-4d31-8e22-efcfd02b4c3a,Chelsea Boyd,India,Non-Fiction,2024-11-12,2,28,PayPal,56
6007,e8780458-ab48-406d-ae8a-457fc712cf67,Randy Skinner,Canada,Non-Fiction,2024-03-25,1,46.87,Gift Card,46.87
6008,2e44d349-9122-4311-b74e-5dff06906169,Jennifer Powell,USA,Fantasy,2024-05-11,2,14.96,Bank Transfer,29.92
6009,5436deb3-f229-437b-a169-d799062e5424,David Garcia,UK,Science,2023-09-02,1,53.46,Credit Card,53.46
6010,69824369-ebb1-4253-8ad2-a7ba194b3b6e,Sean King,USA,Fiction,2023-09-06,2,51.53,Credit Card,103.06
6011,74e5418d-baa3-40fa-8743-8e60cd4901c9,Julie Peterson,Australia,Science,2023-11-29,1,31.02,PayPal,31.02
6012,5bcc7bfb-40e6-4eed-a414-f2c5d9743ff0,Randy Turner,Australia,Biography,2024-12-10,5,38.77,PayPal,193.85
6013,5a357945-5813-4496-aed9-dac5d18097f4,Jennifer Yates,India,Romance,2024-06-05,3,31.2,Credit Card,93.6
6014,46d162d6-3faa-4fd6-b730-d07ef93c8285,Ashley Watkins,Canada,History,2024-01-11,3,22.55,Bank Transfer,67.65
6015,53133ea1-0c3c-400f-88a1-34aa722d8397,Jacob Murray,Canada,Fiction,2024-01-20,1,33.71,Credit Card,33.71
6016,a282bbab-fdb0-4520-b2f8-81eb754ce511,Michael Thomas,Australia,Fantasy,2023-07-21,2,39.09,Gift Card,78.18
6017,291c9094-cb2c-4efb-84c3-b30d435f59e6,Erin Day,USA,Children,2024-01-13,3,54.97,Credit Card,164.91
6018,dd0d3739-c553-4b6d-8ef8-66193599fe91,Mark Murphy,Canada,Fantasy,2025-02-06,1,32.01,Credit Card,32.01
6019,bd9ed3fc-5266-4d86-a5f6-21818c1a6477,Heather Wilkerson,Canada,Non-Fiction,2024-08-25,1,35.15,Gift Card,35.15
6020,c7ed8888-5939-4c71-80d9-863f66bcf6f0,Gary Rose,USA,Fiction,2024-04-04,1,54.59,Credit Card,54.59
6021,7ff5475c-d83f-4f4f-ac0b-fe69d0c29b24,Jason Edwards,Canada,Children,2023-05-20,1,42.62,Gift Card,42.62
6022,5a0fdf61-5571-4266-96c0-2601db4d2d18,Edward Perez,Germany,Non-Fiction,2025-04-21,3,14.05,Credit Card,42.15
6023,ce1eaeb5-bd67-4ba0-89c9-c0f39dcc91b0,Barbara Bryant,Germany,History,2023-09-27,1,34.54,Gift Card,34.54
6024,510861bb-3a42-468f-b745-75cdd6138a1e,Joseph Young,USA,Biography,2023-11-09,1,47.55,Gift Card,47.55
6025,ea072198-19ee-4d26-8e4b-36aad4249390,Dustin Thompson,USA,Science,2023-09-27,3,71.86,Credit Card,215.58
6026,67f3e4bf-a3b3-4be6-9726-9541b8d11a8f,Rachael Mora,USA,Fantasy,2023-11-28,1,37.78,Bank Transfer,37.78
6027,a3b4a240-7f48-4536-9f2e-444a501bcf44,Dustin Ashley,Germany,Children,2024-12-28,1,5,Credit Card,5
6028,33c00b7d-61f8-43f4-81ae-35bb2faa49dd,Kimberly Hughes,USA,Romance,2024-07-11,1,7.69,PayPal,7.69
6029,7c45d65d-b517-48ef-9b21-3e3143c2181f,Colin Diaz,UK,Romance,2023-07-04,3,24.7,Bank Transfer,74.1
6030,7011a2be-ce4f-4c66-9645-b6bb59c085a8,Brian Coleman,USA,History,2024-03-29,1,20.78,Credit Card,20.78
6031,28c2783d-c138-498b-9c88-da6ee551da7a,Emily Rodriguez,UK,Children,2025-01-08,2,47.42,PayPal,94.84
6032,0413d049-52a0-428b-ab25-a58af5953b2e,Brian Cannon,Canada,Science,2025-03-07,2,63.06,Credit Card,126.12
6033,4f7ebc54-94f3-4a1b-b096-0fbb1c89fe3c,Amanda Garcia,Australia,History,2023-06-21,4,46.63,Credit Card,186.52
6034,a46e47a2-b342-4968-8191-086be8a91aba,Julia Walker,USA,Non-Fiction,2024-09-19,3,48.6,Credit Card,145.8
6035,8f56fffc-c1bb-4767-8bd4-01528f7bf6c2,Melanie Miller,UK,Romance,2023-05-31,2,44.92,Bank Transfer,89.84
6036,9e541d3e-65e1-4146-ad8b-62b689cb09aa,Kenneth Weiss,USA,Biography,2023-06-03,5,40.44,Credit Card,202.2
6037,17e6ae99-32d8-4c29-9370-7fcbb21534f7,Robert Meyer,UK,Children,2023-10-21,1,23.59,Credit Card,23.59
6038,ea299a22-9914-457d-b62f-b6ee172dc647,William Mckinney,Germany,History,2024-09-11,4,46.83,Bank Transfer,187.32
6039,da2a5b5f-6796-4bd9-a9c6-d4e3e07eaf26,Brandy Wells,USA,History,2024-08-21,3,29.52,Credit Card,88.56
6040,5714fc0b-b744-4158-a550-e249436c3827,Jeremy Burns,Germany,Science,2024-01-14,1,47.41,Gift Card,47.41
6041,220e674e-6591-499b-9a92-9d2788676641,Frank Holland,UK,Children,2025-01-16,2,41.49,PayPal,82.98
6042,d8528abb-1a87-4c25-a29f-1962ebd795f5,Chloe Bass MD,USA,Fantasy,2024-05-09,1,35,PayPal,35
6043,e05ff96e-d087-4c98-bc7d-0017f4c1540b,Melanie Campbell,Canada,Non-Fiction,2024-08-21,3,23.85,Credit Card,71.55
6044,9d091856-4b3d-4578-8c69-a8cae32ffec3,Dr. David Barr,USA,Fiction,2023-05-24,3,33.93,PayPal,101.79
6045,52e6ef74-150b-41d8-b882-c32691f28485,Corey Leon,UK,Romance,2024-01-07,1,26.27,Bank Transfer,26.27
6046,d37d8533-714a-4ae0-b98e-1f36ffdb3a38,Nicole Larson,Australia,Science,2025-03-08,3,9.12,Credit Card,27.36
6047,27aedaae-8c48-43f4-bef3-89ba0a7016c8,Keith Williams,USA,Romance,2024-06-10,3,18.36,Credit Card,55.08
6048,06bf79cf-4616-4d6e-be20-193baae2ad63,Ronald Jacobs,Canada,Fiction,2023-10-16,4,39.4,Bank Transfer,157.6
6049,b1f0b429-d54f-4d02-b976-c6377e9716ad,Erika Curry,Australia,Fiction,2024-09-10,3,5,Credit Card,15
6050,e008e8ed-3ecf-4f0a-b80e-c19dfbb713fd,Michael Sanchez,Germany,Fantasy,2023-10-10,4,70.64,Credit Card,282.56
6051,cfc01fbc-a5dc-433d-b0bb-2a0e39d02b29,Frank Underwood,Canada,Fiction,2025-04-16,2,27.44,Credit Card,54.88
6052,4bfaa29e-032d-496d-a537-68573749af64,Kristen Burch,India,Romance,2024-09-07,1,47.87,Credit Card,47.87
6053,db872c8f-0551-4102-b6ef-66e43e61d359,Tanya Young,Canada,Romance,2024-12-31,1,5,Credit Card,5
6054,705f052b-d682-40b4-bbb7-cc429cba7bc6,Erica White,Canada,History,2023-12-18,2,20.3,Credit Card,40.6
6055,ff9558a3-8d1d-482e-8e6b-24396a1e5d9a,William Spencer,Australia,Fiction,2025-02-01,1,50.92,Credit Card,50.92
6056,2fa17fe6-698e-4981-b136-9512916e1089,Joshua Caldwell,Canada,Science,2024-07-26,1,41.26,Gift Card,41.26
6057,664d49fa-94b5-4339-84c1-1826d910498c,Joseph Arnold,Canada,Fantasy,2023-11-27,3,29.07,Gift Card,87.21
6058,e6ffee2a-e37b-4f84-9351-240fa093ca68,Michael Smith,Canada,Non-Fiction,2023-10-29,1,64.82,Credit Card,64.82
6059,42f1287b-bf2d-4fcb-a319-3bf6faa855a6,Cory Medina,Australia,Non-Fiction,2024-08-21,1,13.81,Credit Card,13.81
6060,5d2d113b-fb5e-4c15-8bfa-e8d6b4ed4d1d,Jennifer Warren,Australia,Non-Fiction,2024-05-05,2,51.43,Bank Transfer,102.86
6061,6e6aa3ec-4378-4e6b-8d3d-dee3cdad54f4,Christopher Hardy,Canada,Fiction,2023-11-29,3,28.56,Bank Transfer,85.68
6062,ecedf328-e669-4d22-9d50-d2eb5ec74b9e,Brittney Odonnell,Canada,Fantasy,2024-05-08,1,22.28,Bank Transfer,22.28
6063,8a55a14b-51f5-48f9-bc15-ae1fefda21b2,Mrs. Andrea Mercer DDS,Canada,Fantasy,2024-02-08,1,5.5,Bank Transfer,5.5
6064,b1757e7d-f545-452a-93b8-ec305b693697,Jessica Rojas,UK,Biography,2023-06-07,3,7.65,PayPal,22.95
6065,d3d39ff9-dc25-45f1-9258-7a1a226e1ecb,Christine Zimmerman,USA,Science,2024-03-21,1,37.1,Credit Card,37.1
6066,cba9a0f0-3f34-48a3-b3d2-c4a9fc7b427f,Tony Myers,Australia,Romance,2023-10-01,5,36.14,Bank Transfer,180.7
6067,18bc2e3b-20f6-48d8-9436-9f5d89cc6b08,Derrick Bailey,Canada,Fiction,2024-02-29,2,23.59,Gift Card,47.18
6068,fc4a013f-c8c2-4cfe-aadf-eef6fb2389d3,Andrea Lane,Canada,Science,2025-03-21,1,31.94,Gift Card,31.94
6069,890d58e5-79c9-4246-b556-aeac81e87e90,Jill Roberson,USA,Science,2024-06-29,1,32.77,Gift Card,32.77
6070,d387fcd8-cea8-4b7a-9ad4-ac13504089fa,Beth Gross,USA,Fantasy,2024-01-09,1,27.94,PayPal,27.94
6071,592cfe25-b858-4203-ba52-b3839aa5bf18,Carol Underwood,Germany,Romance,2023-10-02,3,19.98,PayPal,59.94
6072,f9fb722d-a51c-4d2a-b3bf-bdabb7b24f20,Sarah Randolph,Canada,Fantasy,2024-07-03,1,42.92,Credit Card,42.92
6073,3955b110-fc2e-4301-9232-231d8dd7b77d,Jennifer Cook,USA,Fantasy,2024-08-19,3,53.68,Credit Card,161.04
6074,d62c4be4-9302-45dc-84e5-eddd771d030f,Cynthia Silva,Canada,Fantasy,2025-02-18,1,40.63,Credit Card,40.63
